location,event,date,artists,genre,coordinates
Basel,Burning-Bright,2015-11-21,['Les Percussions de Strasbourg '],,"(47.55959860000001, 7.588576099999999)"
Montreux,Oslo-Gospel-Choir,2015-11-21,['Oslo Gospel Choir '],,"(46.4312213, 6.910679899999999)"
Zürich,The-Pride,2015-11-21,"[' Samantha Crain ', ' Phill Duke ']",,"(47.3768866, 8.541694)"
Lausanne,The-Jon-Spencer-Blues-Explosion-abgesagt,2015-11-21,['The Jon Spencer Blues Explosion '],,"(46.516054, 6.608998000000001)"
Bern,Saint-Ghetto,2015-11-21,"['Bianca Casady & The C.I.A. ', ' Wrangler ', ' Bohren & Der Club Of Gore ']",Pop,"(46.9479739, 7.447446800000001)"
Basel,Sverrisson-Arnalds,2015-11-21,"['Sverrisson-Arnalds ', ' Ólöf Arnalds ', ' David Thor Jónsson ', ' Skúli Sverrisson ', ' Magnús Trygvason Eliassen ']",,"(47.55959860000001, 7.588576099999999)"
Zürich,Naked,2015-11-21,"[' Branislav Radojkovic ', ' Goran Milosevic ', ' Djordje Mijuskovic ', ' Ivan Teofilovic ', ' Amir Gwirtzman ']",,"(47.3768866, 8.541694)"
Winterthur,Marant,2015-11-21,['Marant '],,"(47.49881959999999, 8.723688899999999)"
Baden,Martin-Baschung-&-Big-B.-Tonic,2015-11-21,"[' Martin Baschung ', ' Sandro Vanetti ', ' Jürg Amrein ', ' Imad Barnieh ']",,"(47.47288, 8.308089999999998)"
Winterthur,Call-Me-Kat,2015-11-21,['Call Me Kat '],Pop,"(47.49881959999999, 8.723688899999999)"
Cham,Laurence-Jones,2015-11-21,['Laurence Jones '],,"(47.181225, 8.459208899999998)"
Rubigen,Ten-Years-After,2015-11-21,['Ten Years After '],,"(46.8999997, 7.543245300000002)"
Zürich,Country-Punk-Night,2015-11-21,['Circus Rhapsody '],,"(47.3768866, 8.541694)"
Basel,Impro-Duos,2015-11-21,"[' Markus Stauss ', ' Kilian Dellers ']",,"(47.55959860000001, 7.588576099999999)"
Baden,Trash-Town-Rockabilly-Day,2015-11-21,[' The Round Boys '],,"(47.47288, 8.308089999999998)"
Zürich,Kaki-King,2015-11-21,['Kaki King '],,"(47.3768866, 8.541694)"
Bern,The-Fugitives,2015-11-21,['The Fugitives '],,"(46.9479739, 7.447446800000001)"
Zürich,Picco-Sounds,2015-11-21,"[' Andi Bissig ', ' Valentin Baumgartner ', ' Jonas Künzli ', ' Adrian Böckli ']",,"(47.3768866, 8.541694)"
Bern,Sonic-Movements,2015-11-21,"['Jan Heinke ', ' Don Li ']",,"(46.9479739, 7.447446800000001)"
Sankt-Gallen,Ducktails,2015-11-21,['Ducktails '],Pop,"(47.4244818, 9.3767173)"
Zürich,Cheibe-Balagan,2015-11-21,"[' Laura Münst ', ' Edouard Mätzener ', ' Hitomi Niikura ', ' Adrian Hofer ', ' Marius Schneider ', ' Adam Arend ', ' Florian Kolb ']",,"(47.3768866, 8.541694)"
Zug,Karaoke-Till-Death,2015-11-21,['Karaoke Till Death '],Pop,"(47.1661672, 8.5154946)"
Zürich,Terry-Lee-Hale,2014-01-20,['Terry Lee Hale '],Pop,"(47.3768866, 8.541694)"
Zürich,White-Nights-Evening-Recital,2014-01-20,"['Malin Christensson ', ' Simon Lepper ']",Classic,"(47.3768866, 8.541694)"
Basel,Masterrezital,2014-01-20,[' Lucie Cornemillot '],Classic,"(47.55959860000001, 7.588576099999999)"
Bern,Doppelkonzert,2014-01-20,['Cayoux '],,"(46.9479739, 7.447446800000001)"
Zürich,Kodaline,2014-01-20,['Kodaline '],,"(47.3768866, 8.541694)"
Bern,Groove-Night,2014-01-20,"[' Antonio Schiavano ', ' Rico Baumann ', ' \r\nRoland Wäger ']",,"(46.9479739, 7.447446800000001)"
Basel,Dialog,2014-01-20,['Ernesto Molinari '],Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Old-School-Piano-Blues,2014-01-20,['Andy Boller '],,"(47.3768866, 8.541694)"
Baden,Andreas-Schaerer-&-Arte-Quartett-&-Wolfgang-Zwiauer,2014-01-20,"[' Andreas Schaerer ', ' Wolfgang Zwiauer ', ' Beat Hofstetter ', ' Sacha Armbruster ', ' Andrea Formenti ', ' Beat Kappeler ']",,"(47.47288, 8.308089999999998)"
Zürich,Contrastnacht,2014-01-20,"[' Christoph Irniger ', ' Don Philippe ']",,"(47.3768866, 8.541694)"
Basel,Jam-Session,2014-01-20,"[' Ben Zahler ', ' Annika Francke ', ' Markus Schmied ', ' Pau Lligadas ', ' Florian Krause ']",,"(47.55959860000001, 7.588576099999999)"
Ascona,Lady-In-Satin,2014-01-20,"[' Tricia Evy ', ' Nicolas Montier ', ' David Fackeure ', ' Thierry Fanfant ', ' Francis Arnaud ']",,"(46.16157929999999, 8.775013099999999)"
Zürich,Nik-Bärtsch's-Ronin,2014-01-20,"[' Kasper Rast ', ' Thomy Jordi ', ' Sha ', ' Bernhard Wagner ']",,"(47.3768866, 8.541694)"
Zürich,Contrastnacht,2014-01-20,"['ADHD ', ' Oskar Gudjonsson ', ' Omar Gudjonsson ', ' David Thor Jonsson ', ' Magnus Eliassen ']",Pop,"(47.3768866, 8.541694)"
Winterthur,Midi-musical-Melodien-&-Musse-über-Mittag,2016-01-22,"['Christina Daletska ', ' Jennifer Kay Aynilian Druey ', ' Florian Läuchli ']",Classic,"(47.49881959999999, 8.723688899999999)"
Bern,Orgelpunkt,2016-01-22,['Marc Fitze '],Classic,"(46.9479739, 7.447446800000001)"
Liebefeld,BeJazz-Winterfestival,2016-01-22,"['Roman Tulei Trio ', ' Skyjack ']",,"(46.933331, 7.416668)"
Dietikon,Feierabendmusik,2016-01-22,[' Bernhard Hörler '],Classic,"(47.4053885, 8.39977)"
Zürich,Ron-Pope-&-The-Nighthawks,2016-01-22,"['Ron Pope & The Nighthawks ', ' Trevor Hall ']",Pop,"(47.3768866, 8.541694)"
Zürich,Punch-Arogunz,2016-01-22,['Punch Arogunz '],,"(47.3768866, 8.541694)"
Zürich,Musikpodium-Zwei-Tage-Zeit,2016-01-22,"[' Christian Kobi ', ' Harald Kimmig ', ' Mary Oliver ']",Classic,"(47.3768866, 8.541694)"
Basel,Alla-turca,2016-01-22,[' Julia Schröder '],Classic,"(47.55959860000001, 7.588576099999999)"
Basel,Alvaro-Soler,2016-01-22,['Alvaro Soler '],Pop,"(47.55959860000001, 7.588576099999999)"
Bülach,Klavierduo-Soos-Haag,2016-01-22,"['Adrienne Soós ', ' Ivo Haag ']",Classic,"(47.5160671, 8.5419603)"
Luzern,The-Vibrators,2016-01-22,['The Vibrators '],,"(47.05016819999999, 8.309307200000001)"
Winterthur,Hathors,2016-01-22,[' Heads '],,"(47.49881959999999, 8.723688899999999)"
Buchs,Gabriela-Krapf-&-Horns,2016-01-22,"[' Gabriela Krapf ', ' Silvan Kiser ', ' Raffaele Lunardi ', ' Phil Powell ']",Pop,"(47.16554029999999, 9.4708594)"
Köniz,Tangokonzert,2016-01-22,"['Marcela Arroyo ', ' Julio Azcano ', ' Gabriel Rivano ', ' Daniel Pezzotti ']",,"(46.925634, 7.416720600000001)"
Luzern,Debbie-Frank,2016-01-22,['Debbie Frank '],,"(47.05016819999999, 8.309307200000001)"
Uster,Die-Welt-in-Klängen-und-ihre-Bilder,2016-01-22,"[' Maki Wiederkehr ', ' Daniel Meller ', ' Flurin Cuonz ']",Classic,"(47.3482747, 8.717873899999999)"
Winterthur,Rebecca-&-The-Sophistocats,2016-01-22,"[' Rebecca Spiteri ', ' Lukas Gadola ', ' Thom Grüninger ', ' Hans Peter Künzle ', ' Thomas Bernold ']",,"(47.49881959999999, 8.723688899999999)"
Bülach,Sandy-Patton-Quintet,2016-01-22,"[' Sandy Patton ', ' Franz Biffiger ', ' Michel Poffet ', ' David Elias ', ' Werner Wüthrich ']",,"(47.5160671, 8.5419603)"
Zürich,Zurich-Jazz-Orchestra,2016-01-22,"[' Lars Andreas Haug ', ' Christoph Grab ', ' Bernhard Schoch ', ' Wolfgang Häuptli ', ' Patrick Ottiger ']",,"(47.3768866, 8.541694)"
Lausanne,Blacko,2016-01-22,['Blacko '],,"(46.516054, 6.608998000000001)"
Basel,Daniel-Blanc-Quartet,2016-01-22,"[' Daniel Blanc ', ' Walter Jauslin ', ' Giorgos Antoniou ', ' Michael Wipf ']",,"(47.55959860000001, 7.588576099999999)"
Zürich,Bamako-BKO-Quintet,2016-01-22,"[' Fassara Sacko ', ' Nfali Diakité ', ' Abdoulaye Koné ', ' Ibrahim Sarr ', ' Aymeric Krol ']",,"(47.3768866, 8.541694)"
Lugano,Festival-Strings-Lucerne,2016-01-22,['Daniil Trifonov '],Classic,"(46.0036778, 8.951051999999999)"
Bern,Quatre-in-Toulouse,2016-01-22,"[' Heinz Gasser ', ' Adrian Balmer ', ' Florian Widmer ', ' Johann Novell ', ' Peter Trachsel ', ' Cäsar Zurbriggen ', ' Benjamin Reinhart ']",,"(46.9479739, 7.447446800000001)"
Zürich,Knarf-Rellöm,2016-01-22,['Knarf Rellöm '],,"(47.3768866, 8.541694)"
Luzern,Jimmy-Wettach's-Dixie-Band,2016-01-22,"[' Markus Hechelt ', ' Rolf Treichler ', ' Ruedi von Arx ', ' Edy Kieser ', ' Jimmy Wettach ', ' Hans Brunner ']",,"(47.05016819999999, 8.309307200000001)"
Luzern,Soundbattle,2016-01-22,[' Steve Lewis '],,"(47.05016819999999, 8.309307200000001)"
Thun,William-the-Conqueror,2016-01-22,['William the Conqueror '],,"(46.7579868, 7.6279881)"
Lyss,J.B.O.,2016-01-22,['J.B.O. '],,"(47.07465039999999, 7.3077022)"
Riehen,Aladdin,2016-01-22,['Adam Green '],Pop,"(47.58482739999999, 7.649911100000001)"
Luzern,Debut-5,2014-09-04,['Mei Yi Foo '],Classic,"(47.05016819999999, 8.309307200000001)"
Liestal,Offkey,2014-09-04,"[' Marco Faseth ', ' Annika Hemmig ']",Pop,"(47.4866143, 7.733427200000001)"
Zürich,Orpheum,2014-09-04,"[' Iskandar Widjaja ', ' Beatrice Rana ']",Classic,"(47.3768866, 8.541694)"
Bern,Bruckners-Zweite,2014-09-04,[' Conrad Tao '],Classic,"(46.9479739, 7.447446800000001)"
Luzern,Sinfoniekonzert-18,2014-09-04,[' Jean-Yves Thibaudet '],Classic,"(47.05016819999999, 8.309307200000001)"
Veytaux,Septembre-musical,2014-09-04,"[' Nicolas Van Kuijk ', ' Sylvain Favre ', ' Grégoire Vecchioni ', ' Sébastien Van Kuijk ']",Classic,"(46.42071019999999, 6.9286409)"
Buchs,Al-Pride,2014-09-04,"[' Nico Schulthess ', ' Astrid Füllemann ', ' Luk Schulthess ', ' Nicolas Struchen ', ' Lukas Schlumpf ']",Pop,"(47.16554029999999, 9.4708594)"
Solothurn,Ten-Foot-Pole,2014-09-04,"['Ten Foot Pole ', ' Antillectual ']",,"(47.2088348, 7.532291)"
Zürich,Sentimental-Journey,2014-09-04,"[' Samuel Zünd ', ' Catriona Bühler ', ' Julia Schiwowa ', ' Helen Iten ', ' Fridolin Blumer ']",Pop,"(47.3768866, 8.541694)"
Kloten,Alexia-Gardner,2014-09-04,"[' Alexia Gardner ', ' Beat Baumli ', ' Lorenz Beyeler ']",,"(47.44951159999999, 8.5821648)"
Winterthur,Jantos-Holding,2014-09-04,"[' Jan-Andrea Bard ', ' ', ' Simon Spiess ', ' David Brito ', ' Florian Krause ']",,"(47.49881959999999, 8.723688899999999)"
Basel,Colin-Vallon-Trio,2014-09-04,"[' Colin Vallon ', ' Patrice Moret ', ' Julian Sartorius ']",,"(47.55959860000001, 7.588576099999999)"
Zürich,Ape-Crime,2014-09-04,['Ape Crime '],Pop,"(47.3768866, 8.541694)"
Baden,Mystery-Tour,2014-09-04,"[' Karl Marxer ', ' Urs Oettli ', ' Ueli Angstman ', ' Dave Feusi ']",Pop,"(47.47288, 8.308089999999998)"
Zürich,Billiger-Bauer,2014-09-04,"[' Omri Ziegele ', ' Jürg Wickihalder ', ' Nick Gutersohn ']",,"(47.3768866, 8.541694)"
Zürich,Falcone-Jam,2014-09-04,"[' Silvan Petite ', ' Leon Duncan ', ' Dani Zihlmann ', ' Philipp Häfliger ', ' Mike Ryrie ']",Pop,"(47.3768866, 8.541694)"
Bern,The-Eastern,2014-09-04,['The Eastern '],,"(46.9479739, 7.447446800000001)"
Basel,Orgelspiel-zum-Feierabend,2016-06-10,['Hanné Becker '],Classic,"(47.55959860000001, 7.588576099999999)"
Meggen,5-Jahre-Klang-Sommer,2016-06-10,"[' Ina Dimitrova ', ' Christoph Schiller ', ' Mattia Zappa ']",Classic,"(47.0458287, 8.372415799999999)"
Pully,Festival-Pully-Lavaux-à-l'heure-du-Québec,2016-06-10,['Motel 72 '],,"(46.50926810000001, 6.665494900000001)"
Thun,Schlosskonzerte-Thun-Leidenschaften,2016-06-10,"[' Andreas Janke ', ' Benjamin Nyffenegger ', ' Oliver Schnyder ']",Classic,"(46.7579868, 7.6279881)"
Zürich,Caleido-Ensemble,2016-06-10,"['Sabrina Bäbler ', ' Annette Birkenmeier ', ' Emanuel Rütsche ', ' Benjamin Kellerhals ']",Classic,"(47.3768866, 8.541694)"
Dübendorf,In-vino-musica-a-la-uno-a-la-due-a-la-tre,2016-06-10,"['Sylvie Dambrine ', ' Seth Quistad ', ' Antonios Stoitsoglou ']",Classic,"(47.3971476, 8.618012799999999)"
Bern,Beethovens-Vierte,2016-06-10,[' Roger Muraro '],Classic,"(46.9479739, 7.447446800000001)"
Luzern,Beethoven-im-Dialog,2016-06-10,"['Maria João Pires ', ' Antonio Meneses ']",Classic,"(47.05016819999999, 8.309307200000001)"
Pully,Festival-Pully-Lavaux-à-l'heure-du-Québec,2016-06-10,"['Lynda Lemay ', ' Paule-Andrée Cassidy ']",Pop,"(46.50926810000001, 6.665494900000001)"
Zürich,Tanzeslust-bis-zum-Tango,2016-06-10,[' Viviane Chassot '],Classic,"(47.3768866, 8.541694)"
Luzern,Master-Abschlusskonzerte,2016-06-10,['Simon Schwizer '],Classic,"(47.05016819999999, 8.309307200000001)"
Bern,Recital-de-cante-flamenco,2016-06-10,"['Rafael de Huelva ', ' Alfredo Palacios ', ' Ricardo Espinosa ']",,"(46.9479739, 7.447446800000001)"
Zürich,Festspiele-Zürich-In-the-Spirit-of-Dada,2016-06-10,"[' Anna Florina Herbst ', ' Dorottya Marosvari ', ' Marc Kilchenmann ']",Classic,"(47.3768866, 8.541694)"
Winterthur,Michael-Vitali-Trio-feat.-Martin-Medimorec,2016-06-10,"[' Justin Wert ', ' Martin Medimorec ', ' Yuka Tadano ', ' Michael Vitali ']",,"(47.49881959999999, 8.723688899999999)"
Baden,Donadio-Family-Band,2016-06-10,"[' Dalia Donadio ', ' Madlen Donadio ', ' Moreno Donadio ', ' Toni Donadio ']",Pop,"(47.47288, 8.308089999999998)"
Winterthur,Buster-Shuffle,2016-06-10,"['Buster Shuffle ', ' Sentilo Sono ']",,"(47.49881959999999, 8.723688899999999)"
Zürich,Latin-Feeling,2016-06-10,"['Latin Feeling ', ' Juan Elias ', ' Marco Serna ', ' Diadji Seydi ']",,"(47.3768866, 8.541694)"
Rubigen,Chi-Coltrane,2016-06-10,['Chi Coltrane '],,"(46.8999997, 7.543245300000002)"
Basel,Gloom-Sleeper,2016-06-10,['Gloom Sleeper '],,"(47.55959860000001, 7.588576099999999)"
Luzern,Nice-Again-Million-Stylez-Live-on-Stage,2016-06-10,"['Million Stylez ', ' G-RILLA Sound ', ' RuffPack Intl. ']",,"(47.05016819999999, 8.309307200000001)"
Zürich,Rezital-Master-Music-Performance-Orchester,2015-07-01,['Karina Aida Filipi '],Classic,"(47.3768866, 8.541694)"
Zürich,Jazz-Arcades,2015-07-01,[' Martin Lechner '],,"(47.3768866, 8.541694)"
Basel,Altstadt-Serenaden,2015-07-01,[' Alice Borciani '],Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Rezital-Master-Music-Performance-Orchester,2015-07-01,['Cornelius Jacobeit '],Classic,"(47.3768866, 8.541694)"
Ascona,Jazz-Ascona,2015-07-01,"['Shannon Powell & His Hall Jazz Band ', ' The Syncopators ']",,"(46.16157929999999, 8.775013099999999)"
Ascona,Jazz-Ascona,2015-07-01,['Davell Crawford Tribute to Fats Domino '],,"(46.16157929999999, 8.775013099999999)"
Rotkreuz,Potpourri-fantastico,2015-07-01,"[' Sylvie Dambrine ', ' Franziska Weibel ', ' Debora Klein Stecher ', ' Heiner Wanner ', ' Urs Hofstetter ']",Classic,"(47.14105109999999, 8.429827399999999)"
Basel,Orgelwerke-von-Bach-und-Vierne,2015-07-01,['Cyrill Schmiedlin '],Classic,"(47.55959860000001, 7.588576099999999)"
Basel,Schlusskonzert,2015-07-01,"[' Benedek Horváth ', ' David Dias da Silva ', ' Manuela Fuchs ', ' Calogero Presti ', ' Anna Tcybuleva ']",Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Festspiele-Zürich-Renaissance-Meets-Jazz-&-Improvisation,2015-07-01,['Enrico Pieranunzi '],Classic,"(47.3768866, 8.541694)"
Zürich,Rezital-Master-Music-Performance-Orchester,2015-07-01,['Francesco Porta '],Classic,"(47.3768866, 8.541694)"
Zürich,Ensemble-5-Wednesday-4+1-Series,2015-07-01,"['Fridolin Blumer ', ' Heinz Geisser ', ' Robert Morgenthaler ', ' Reto Staub ']",,"(47.3768866, 8.541694)"
-Alte-Kirche,Boswil,2015-07-01,[' David Orlowsky '],Classic,"(47.30297299999999, 8.320458000000002)"
Luzern,Big-Band-Konzert,2015-07-01,"[' Florian Egli ', ' Dave Blaser ', ' Lukas Wyss ', ' Dave Gisler ', ' Luzius Schuler ', '  Lukas Traxel ', ' Jonas Ruther ']",,"(47.05016819999999, 8.309307200000001)"
Lausanne,Andrew-Bird,2015-07-01,['Andrew Bird '],,"(46.516054, 6.608998000000001)"
Basel,Kirk-Lightsey-Trio-feat.-Marc-Ullrich,2015-07-01,"[' Marc Ullrich ', ' Kirk Lightsey ', ' Tibor Elekes ', ' Famoudou Don Moye ']",,"(47.55959860000001, 7.588576099999999)"
Ascona,Jazz-Ascona,2015-07-01,['Paolo Alderighi & Stephanie Trick Double Trio '],,"(46.16157929999999, 8.775013099999999)"
Düdingen,US-Girls,2015-07-01,['US Girls '],,"(46.84641980000001, 7.191017899999999)"
Ascona,Jazz-Ascona,2015-07-01,"['James Andrews & The Heart Attacks ', ' Jazz Five ']",,"(46.16157929999999, 8.775013099999999)"
Ascona,Jazz-Ascona,2015-07-01,['Emma Pask & Her Australian Trio '],,"(46.16157929999999, 8.775013099999999)"
Winterthur,Dutch-Swing-College-Band-feat.-Margriet-Sjoerdsma,2014-01-12,['Dutch Swing College Band feat. Margriet Sjoerdsma '],,"(47.49881959999999, 8.723688899999999)"
Aarau,Winterspiele,2014-01-12,[' Robert Pickup '],Classic,"(47.390434, 8.045701499999998)"
Bern,Matinée:-Histoire-du-soldat-&-Shoulder-Arms,2014-01-12,"['Heidi Maria Glössner ', ' Michaela Paetsch ', ' Junko Otani ', ' Wieslaw Pipczynski ']",Classic,"(46.9479739, 7.447446800000001)"
Zürich,Grenzen,2014-01-12,"['Elisabeth Harringer-Pignat ', ' David Greenlees ', ' Alexander Neustroev ', ' Claudia Dischl ']",Classic,"(47.3768866, 8.541694)"
Basel,Orgel-und-Kammermusik,2014-01-12,"['Isabelle Schnöller ', ' Gail Makar ', ' Susanne Jenne-Linde ']",Classic,"(47.55959860000001, 7.588576099999999)"
Dürnten,Konzert-zum-neuen-Jahr,2014-01-12,"['Othmar Mächler ', ' Regula Wylenmann ', ' Urs Hofstetter ', ' Marcel Hirsiger ', ' Heiner Wanner ']",Classic,"(47.266564, 8.8505112)"
Winterthur,Sérénade-Romantique,2014-01-12,"['Jun Onaka ', ' Armon Stecher ']",Classic,"(47.49881959999999, 8.723688899999999)"
Zürich,The-5th-Zurich-Choir-Proms,2014-01-12,"[' Christina Daletska ', ' Ivo Gass ', ' Mischa Greull ', ' Karl Fässler ', ' Paulo Muñoz-Toledo ']",Classic,"(47.3768866, 8.541694)"
-Alte-Kirche,Boswil,2014-01-12,"['Carolin Widmann ', ' Oliver Darbellay ', ' Konstantin Lifschitz ']",Classic,"(47.30297299999999, 8.320458000000002)"
Bern,Histoire-du-soldat-&-Mani-Matter,2014-01-12,"['Heidi Maria Glössner ', ' Michaela Paetsch ', ' Junko Otani ', ' Wieslaw Pipczynski ']",Classic,"(46.9479739, 7.447446800000001)"
Basel,Literaturkonzert,2014-01-12,"['Leslie Leon ', ' Miriam Terragni ', ' Catherine Sarasin ', ' Balz Trümpy ']",Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Opera-Box-L'île-de-Tulipatan-&-Monsieur-Choufleury,2014-01-12,"[' Andrea Suter ', ' Chelsey Schill ', ' Maja Hermann ', ' Raimund Wiederkehr ', ' Erich Bieri ']",Classic,"(47.3768866, 8.541694)"
Zürich,Starch,2014-01-12,"[' Simon Winiger ', ' Christian Käufeler ', ' Pascal Nägeli ', ' Andreas Tschopp ', ' Benjamin Stalder ']",,"(47.3768866, 8.541694)"
Luzern,Alessandro-d'Episcopo-Trio,2014-01-12,"["" Alessandro d'Episcopo "", ' Hämi Hämmerli ', ' Elmar Frey ']",,"(47.05016819999999, 8.309307200000001)"
Zürich,Maria-Doyle-Kennedy-&-Kieran-Kennedy,2014-01-12,['Maria Doyle Kennedy & Kieran Kennedy '],,"(47.3768866, 8.541694)"
Zürich,Bach-versus-Mozart,2014-01-12,['Bernhard Gfrerer '],Classic,"(47.3768866, 8.541694)"
Winterthur,Peter-Maurer's-Helveticana,2014-01-12,[' Peter Maurer '],,"(47.49881959999999, 8.723688899999999)"
Baden,Konzert,2014-01-12,['Oliver Schnyder '],Classic,"(47.47288, 8.308089999999998)"
Luzern,Apache-&-Glitz,2014-01-12,['Apache & Glitz '],,"(47.05016819999999, 8.309307200000001)"
Bern,Gipsy-Rufina,2014-01-12,['Gipsy Rufina '],,"(46.9479739, 7.447446800000001)"
Zürich,Jazzapero,2014-04-29,"[' Christina Jaccard ', ' Christian Rösli ', ' Thomas Reinecke ', ' Andreas Schmid ']",,"(47.3768866, 8.541694)"
Luzern,Piano-Entertainment,2014-04-29,['Daniel Ross '],Pop,"(47.05016819999999, 8.309307200000001)"
Zürich,Klavier-Rezital,2014-04-29,['Yulia Miloslavskaya '],Classic,"(47.3768866, 8.541694)"
Zürich,Messe-Nr.-3-in-F-Moll,2014-04-29,"[' Irena Bespalovaite ', ' Wiebke Lehmkuhl ', ' Julian Prégardien ', ' Klaus Mertens ']",Classic,"(47.3768866, 8.541694)"
Bern,Drei-Musikerfreunde,2014-04-29,"['Le-Thanh ', ' Flemming Borby ']",Pop,"(46.9479739, 7.447446800000001)"
Bern,The-Baseballs,2014-04-29,['The Baseballs '],,"(46.9479739, 7.447446800000001)"
Zürich,Renee-Rosnes,2014-04-29,"['Renee Rosnes ', ' Renee Rosnes ', ' Steve Nelson ', ' Peter Washington ', ' Lewis Nash ']",,"(47.3768866, 8.541694)"
Zürich,Halestorm,2014-04-29,"['Halestorm ', ' Dayshell ', ' The Smoking Hearts ']",,"(47.3768866, 8.541694)"
Basel,Jazzfestival-Basel,2014-04-29,"[' Wolfgang Dauner ', ' Dieter Ilg ', ' Flo Dauner ']",,"(47.55959860000001, 7.588576099999999)"
Thun,Colin-Vallon-Trio,2014-04-29,"[' Colin Vallon ', ' Patrice Moret ', ' Julian Sartorius ']",,"(46.7579868, 7.6279881)"
Zürich,Babylon-Suite,2014-04-29,"['Kappeler-Zumthor ', ' Vera Kappeler ', ' Peter Conradin Zumthor ']",Classic,"(47.3768866, 8.541694)"
Zürich,Jazzpreis-der-Zürcher-Kantonalbank,2014-04-29,"[' Matthias Tschopp ', ' Yves Theiler ', ' Raffaele Bossard ', ' Alex Huber ', ' Stefanie Suhner ', ' Andreas Lareida ']",,"(47.3768866, 8.541694)"
Basel,Jorge-Rossy-Sextet,2014-04-29,"[' Julian Sanchez ', ' Nat Su ', ' Domenic Landolf ', ' Jorge Rossy ', ' Dominique Girod ', ' Carlos Falanga ']",,"(47.55959860000001, 7.588576099999999)"
Stans,Stanser-Musiktage,2014-04-29,['Yasmine Hamdan '],Pop,"(46.9571926, 8.3659672)"
Zürich,San-Fermin,2014-04-29,['San Fermin '],Pop,"(47.3768866, 8.541694)"
Zürich,Werner-und-Company,2016-01-14,['Werner und Company '],Pop,"(47.3768866, 8.541694)"
Baden,After-Work-Gentle-Breeze,2016-01-14,"[' Sandra Guerini ', ' Marcos Conçalves ', ' Willi Hauenstein ']",Pop,"(47.47288, 8.308089999999998)"
Bern,Norient-Musikfilm-Festival,2016-01-14,"['Zutzut & Paul Marmota ', ' Danny L Harle ']",,"(46.9479739, 7.447446800000001)"
Basel,CIC-Cembalomusik-in-Basel,2016-01-14,['Nadja Lesaulnier '],Classic,"(47.55959860000001, 7.588576099999999)"
Basel,Volkssinfoniekonzert,2016-01-14,[' Boris Giltburg '],Classic,"(47.55959860000001, 7.588576099999999)"
Luzern,Königin-von-Saba-&-Schelomo,2016-01-14,['Gautier Capuçon '],Classic,"(47.05016819999999, 8.309307200000001)"
Zürich,Hotclub-de-Zurich,2016-01-14,"[' Franz Winteler ', ' Renato Zenobi ', ' Markus Tinner ', ' Jürg Zimmermann ', ' Tamara Beltrame ']",,"(47.3768866, 8.541694)"
Zürich,Thursday-Night-Jazz,2016-01-14,"[' Rebecca Spiteri ', ' Jürg Ramspeck ', ' Joel Reiff ', ' Rolf Lyssy ']",,"(47.3768866, 8.541694)"
Zürich,Narek-Kazazyan-&-Narine-Sahakyan,2016-01-14,[' hosted by Heres '],,"(47.3768866, 8.541694)"
Zürich,Ardemus-Saxophonquartett,2016-01-14,"['Lisa Wyss ', ' Lovro Mercep ', ' Jenita Veurink ', ' Yo-yo Su ']",Classic,"(47.3768866, 8.541694)"
Basel,Fabula,2016-01-14,"['Garth Knox ', ' Daniel Gloger ']",Classic,"(47.55959860000001, 7.588576099999999)"
Zürich,Che-Sudaka,2016-01-14,['Che Sudaka '],,"(47.3768866, 8.541694)"
Brugg,Cloud-Cluster-Collective,2016-01-14,"[' Julie Fahrer ', ' Rita Ekes ', ' Sarah Chaksad ', ' Fabienne Hörni ', ' Corinne Windler ']",,"(47.48673549999999, 8.2109103)"
Zürich,Feine-Sahne-Fischfilet,2016-01-14,"['Feine Sahne Fischfilet ', ' support: Akktenzeichen ']",,"(47.3768866, 8.541694)"
Rheinfelden,Mit-Charme-und-Leichtigkeit,2016-01-14,[' Radu Lupu '],Classic,"(47.55219, 7.7922914)"
