,location,event,date,artists,genre,coordinates
664,Plan les Ouates,ANTIGEL,2011-02-11,[ERIK TRUFFAZ],,"(46.1668075, 6.1145793)"
665,Grand Lancy,ANTIGEL,2011-02-12,[REBETEKE],,"(46.1781048, 6.1233726)"
666,Geneve,ANTIGEL,2011-02-13,[SAMUEL ARNAUD],,"(46.2043907, 6.1431577)"
667,Onex,ANTIGEL,2011-02-15,[OVAL],,"(46.183541, 6.1002345)"
668,Meyrin,ANTIGEL,2011-02-16,[THOMAS KONER],,"(46.2283204, 6.070988)"
669,Grand Lancy,ANTIGEL,2011-02-17,"[EZRA ""BIONIC ORCHESTRA 2.0""]",,"(46.1781048, 6.1233726)"
670,Geneve,LES TRAVERSES MUSICALES,2011-02-18,[JULIAN PERRETTA],,"(46.2043907, 6.1431577)"
671,Geneve,LES TRAVERSES MUSICALES,2011-02-19,[BRACHOI],,"(46.2043907, 6.1431577)"
672,Vernier,ANTIGEL,2011-02-20,[ORCHESTRE DE LA HAUTE ECOLE DE MUSIQUE ET DU CONSERVATOIRE DE GENEVE],,"(46.2122638, 6.1052686)"
673,Lausanne,INFERNO,2011-02-25,[ENSLAVED],,"(46.5196535, 6.6322734)"
674,Lausanne,INFERNO,2011-02-26,[WATAIN],,"(46.5196535, 6.6322734)"
675,Lausanne,INFERNO,2011-02-27,[THE SECRET],,"(46.5196535, 6.6322734)"
676,Petit Lancy,BOTOX,2011-04-01,[TENSION BRUTALE],,"(46.1923106, 6.115584699999999)"
677,Meyrin,BOTOX,2011-04-02,[SYNENSIS],,"(46.2283204, 6.070988)"
678,Lausanne,KNOCKOUT,2011-04-09,[TIM EXILE],,"(46.5196535, 6.6322734)"
679,Lausanne,ZATELLIG,2011-04-13,[LE LARRON],,"(46.5196535, 6.6322734)"
680,Lausanne,ZATELLIG,2011-04-14,[BRAINLESS],,"(46.5196535, 6.6322734)"
681,Bale (Basel),BLUES FESTIVAL BASEL (BALE),2011-04-15,[JIMMY JOHNSON],,"(47.5595986, 7.5885761)"
682,Bale (Basel),BLUES FESTIVAL BASEL (BALE),2011-04-16,[TOMMY CASTRO],,"(47.5595986, 7.5885761)"
683,Geneve,ELECTRON,2011-04-21,"[NITZER EBB, YAN!, FLORENT MATHON, LOEFAH, NIKOLAS NEECKE]",,"(46.2043907, 6.1431577)"
684,Lausanne,IMPETUS FESTIVAL SUISSE,2011-04-22,"[NADJA, MASTER MUSICIANS OF BUKKAKE (MMOB)]",,"(46.5196535, 6.6322734)"
685,Lausanne,IMPETUS FESTIVAL SUISSE,2011-04-23,"[EXTRA LIFE, CORONER]",,"(46.5196535, 6.6322734)"
686,Lausanne,IMPETUS FESTIVAL SUISSE,2011-04-24,[EARTH],,"(46.5196535, 6.6322734)"
687,Geneve,JOURS DE MAI,2011-04-29,[SERGENT PAPOU],,"(46.2043907, 6.1431577)"
688,Geneve,JOURS DE MAI,2011-04-30,[GRETA GRATOS],,"(46.2043907, 6.1431577)"
689,Geneve,JOURS DE MAI,2011-05-01,[K-TRIEME DIMENSION],,"(46.2043907, 6.1431577)"
690,Bale (Basel),JAZZFESTIVAL BASEL,2011-05-02,[COLIN VALLON],,"(47.5595986, 7.5885761)"
691,Bale (Basel),JAZZFESTIVAL BASEL,2011-05-03,[FRANCOIS COUTURIER],,"(47.5595986, 7.5885761)"
692,Bale (Basel),JAZZFESTIVAL BASEL,2011-05-04,[BOBO STENSON],,"(47.5595986, 7.5885761)"
693,Bale (Basel),JAZZFESTIVAL BASEL,2011-05-05,[TOBIAS PREISIG],,"(47.5595986, 7.5885761)"
694,Thonex,LES RENCONTRES MUSICALES A THONEX,2011-05-06,[ALTAM],,"(46.19283739999999, 6.202767)"
695,Thonex,LES RENCONTRES MUSICALES A THONEX,2011-05-07,[SIGNS OF MISFORTUNE],,"(46.19283739999999, 6.202767)"
696,Bale (Basel),JAZZFESTIVAL BASEL,2011-05-08,[RENAUD GARCIA FONS],,"(47.5595986, 7.5885761)"
697,Bale (Basel),JAZZFESTIVAL BASEL,2011-05-09,[RAUL MIDON],,"(47.5595986, 7.5885761)"
698,Bale (Basel),JAZZFESTIVAL BASEL,2011-05-10,"[MICHELE RABBIA, INCOGNITO]",,"(47.5595986, 7.5885761)"
699,Vernier,VERNIER SUR ROCK,2011-05-12,[THE BABYTRACKS],,"(46.2122638, 6.1052686)"
700,Vernier,VERNIER SUR ROCK,2011-05-13,[DUB INC],,"(46.2122638, 6.1052686)"
701,Vernier,VERNIER SUR ROCK,2011-05-14,[YODELICE],,"(46.2122638, 6.1052686)"
702,Lausanne,FESTIVAL DE GUITARE A LAUSANNE,2011-05-15,[MARCELO DE LA PUEBLA],,"(46.5196535, 6.6322734)"
703,Bale (Basel),JAZZFESTIVAL BASEL,2011-05-16,[MATTHIEU MICHEL],,"(47.5595986, 7.5885761)"
704,Geneve,MAPPING FESTIVAL,2011-05-20,"[DJ DIE, JUNCTION SM, 35PLIS]",,"(46.2043907, 6.1431577)"
705,Geneve,MAPPING FESTIVAL,2011-05-21,"[GUDRUN GUT, SIMIAN MOBILE DISCO, ZAN LYONS]",,"(46.2043907, 6.1431577)"
706,Lausanne,FESTIVAL DE GUITARE A LAUSANNE,2011-05-22,[DIMITRI ILLARIONOV],,"(46.5196535, 6.6322734)"
707,Vevey,ANIMAI,2011-05-25,[PINOCCHIO LES AVENTURES D'UN PANTIN REBELLE],,"(46.4628333, 6.8419192)"
708,Pratteln,METALFEST,2011-05-26,[DESTRUCTION],,"(47.5183198, 7.6919889)"
709,Pratteln,METALFEST,2011-05-27,[ARCH ENEMY],,"(47.5183198, 7.6919889)"
710,Pratteln,METALFEST,2011-05-28,[EQUILIBRIUM],,"(47.5183198, 7.6919889)"
711,Pratteln,METALFEST,2011-05-29,[MERCENARY],,"(47.5183198, 7.6919889)"
712,Neuchatel,FESTI NEUCH,2011-06-02,[AYO],,"(46.9899874, 6.9292732)"
713,Aarberg,STARS OF SOUNDS,2011-06-03,[DIE FANTASTISCHEN VIER],,"(47.0420553, 7.2751012)"
714,Aarberg,STARS OF SOUNDS,2011-06-04,[STATUS QUO],,"(47.0420553, 7.2751012)"
715,Neuchatel,FESTI NEUCH,2011-06-05,[GROUNDATION],,"(46.9899874, 6.9292732)"
716,Pully,FESTIVAL'ENTRE2,2011-06-08,[GAETAN],,"(46.5092681, 6.6654949)"
717,Montreux,MOTION OPENAIR,2011-06-09,[MARTIN SOLVEIG],,"(46.4312213, 6.9106799)"
718,Montreux,MOTION OPENAIR,2011-06-10,[HEADHUNTERZ],,"(46.4312213, 6.9106799)"
719,Montreux,MOTION OPENAIR,2011-06-11,[DJ OTHELLO],,"(46.4312213, 6.9106799)"
720,Montreux,MOTION OPENAIR,2011-06-12,[BOY GEORGE],,"(46.4312213, 6.9106799)"
721,Sursee,SUMMER SOUND SUISSE,2011-06-16,[THIRTY SECONDS TO MARS],,"(47.1714819, 8.111131199999999)"
722,Sierre,SISMICS FESTIVAL,2011-06-17,[THE HILLBILLY MOON EXPLOSION],,"(46.29413110000001, 7.533536199999999)"
723,Sierre,SISMICS FESTIVAL,2011-06-18,[SOUND OF FRIDGE],,"(46.29413110000001, 7.533536199999999)"
724,Cully,LAVAUX CLASSIQUE,2011-06-20,"[CEDRIC TIBERGHIEN, HENRI DEMARQUETTE]",,"(46.4895985, 6.7290888)"
725,Cully,LAVAUX CLASSIQUE,2011-06-21,"[CEDRIC TIBERGHIEN, HENRI DEMARQUETTE, PLAMENA MANGOVA]",,"(46.4895985, 6.7290888)"
726,Sursee,SUMMER SOUND SUISSE,2011-06-22,[JAMES BLUNT],,"(47.1714819, 8.111131199999999)"
727,Sursee,SUMMER SOUND SUISSE,2011-06-23,[ANASTACIA],,"(47.1714819, 8.111131199999999)"
728,Sursee,SUMMER SOUND SUISSE,2011-06-24,[BOB DYLAN],,"(47.1714819, 8.111131199999999)"
729,Sursee,SUMMER SOUND SUISSE,2011-06-25,[ZZ TOP],,"(47.1714819, 8.111131199999999)"
730,Cully,LAVAUX CLASSIQUE,2011-06-26,"[QUINTETTE TRI I DVE, FABRIZIO CHIOVETTA]",,"(46.4895985, 6.7290888)"
731,Lausanne,FESTIVAL DE LA CITE A LAUSANNE,2011-06-28,"[BAUCHKLANG, PROFESSOR WOUASSA, PUBLICIST]",,"(46.5196535, 6.6322734)"
732,Saint Gallen,OPEN AIR DE SAINT GALLEN,2011-06-30,[CULCHA CANDELA],,"(47.4244818, 9.3767173)"
733,Sierre,WEEK END AU BORD DE L'EAU A SIERRE,2011-07-01,[KID KOALA],,"(46.29413110000001, 7.533536199999999)"
734,Sierre,WEEK END AU BORD DE L'EAU A SIERRE,2011-07-02,[MOTOR CITY DRUM ENSEMBLE],,"(46.29413110000001, 7.533536199999999)"
735,Sierre,WEEK END AU BORD DE L'EAU A SIERRE,2011-07-03,[OY],,"(46.29413110000001, 7.533536199999999)"
736,Montreux,MONTREUX JAZZ FESTIVAL,2011-07-04,"[ROBERT RANDOLPH & THE FAMILY BAND, THE PRETTY RECKLESS]",,"(46.4312213, 6.9106799)"
737,Montreux,MONTREUX JAZZ FESTIVAL,2011-07-05,"[GEORGE BENSON, JAMES BLAKE]",,"(46.4312213, 6.9106799)"
738,Geneve,MUSIQUES EN ETE,2011-07-06,[TUMI (TUMI AND THE VOLUME)],,"(46.2043907, 6.1431577)"
739,Montreux,MONTREUX JAZZ FESTIVAL,2011-07-07,"[PAOLO NUTINI, RICHARD BONA]",,"(46.4312213, 6.9106799)"
740,Geneve,MUSIQUES EN ETE,2011-07-08,[IMPERIAL TIGER ORCHESTRA],,"(46.2043907, 6.1431577)"
741,Locarno,MOON AND STARS,2011-07-09,[STING],,"(46.16699879999999, 8.7942643)"
742,Locarno,MOON AND STARS,2011-07-10,[SANTANA],,"(46.16699879999999, 8.7942643)"
743,Geneve,MUSIQUES EN ETE,2011-07-11,[CHARLES LLOYD],,"(46.2043907, 6.1431577)"
744,Geneve,MUSIQUES EN ETE,2011-07-12,[OPERA DE CHAMBRE DE GENEVE],,"(46.2043907, 6.1431577)"
745,Geneve,MUSIQUES EN ETE,2011-07-13,[RAOUL DESOUZA],,"(46.2043907, 6.1431577)"
746,Locarno,MOON AND STARS,2011-07-14,[ROXETTE],,"(46.16699879999999, 8.7942643)"
747,Geneve,MUSIQUES EN ETE,2011-07-15,[LOS GUASONEROS DE GUANTANAMO],,"(46.2043907, 6.1431577)"
748,Locarno,MOON AND STARS,2011-07-16,[BRYAN ADAMS],,"(46.16699879999999, 8.7942643)"
749,Locarno,MOON AND STARS,2011-07-17,[JACK JOHNSON],,"(46.16699879999999, 8.7942643)"
750,Zurich,LIVE AT SUNSET,2011-07-18,[HANNES WADER],,"(47.3768866, 8.541694)"
751,Nyon,PALEO FESTIVAL,2011-07-19,[THE NATIONAL],,"(46.3832683, 6.2347852)"
752,Nyon,PALEO FESTIVAL,2011-07-20,[THE CHEMICAL BROTHERS],,"(46.3832683, 6.2347852)"
753,Nyon,PALEO FESTIVAL,2011-07-21,[THE STROKES],,"(46.3832683, 6.2347852)"
754,Nyon,PALEO FESTIVAL,2011-07-22,[STROMAE],,"(46.3832683, 6.2347852)"
755,Nyon,PALEO FESTIVAL,2011-07-23,[ROBERT PLANT & THE BAND OF JOY],,"(46.3832683, 6.2347852)"
756,Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2011-07-24,[FRANCOIS XAVIER POIZAT],,"(46.2105553, 6.2317139)"
757,Geneve,JAZZ ESTIVAL - MUSIQUE EN ETE,2011-07-25,[MICHEL HAUSSER],,"(46.2043907, 6.1431577)"
758,Geneve,MUSIQUES EN ETE,2011-07-26,[PASCAL ROGE],,"(46.2043907, 6.1431577)"
759,Geneve,MUSIQUES EN ETE,2011-07-27,[DAVY SICARD],,"(46.2043907, 6.1431577)"
760,Geneve,MUSIQUES EN ETE,2011-07-28,[MICHEL DALBERTO],,"(46.2043907, 6.1431577)"
761,Geneve,MUSIQUES EN ETE,2011-07-29,[KEREN ANN],,"(46.2043907, 6.1431577)"
762,Lucerne,BLUE BALLS,2011-07-30,"[YODELICE, JAMIE LIDELL]",,"(47.05016819999999, 8.3093072)"
763,Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2011-07-31,[HUBERT RUTKOWSKY],,"(46.2105553, 6.2317139)"
764,Geneve,MUSIQUES EN ETE,2011-08-02,[QUATUOR TERPSYCORDES],,"(46.2043907, 6.1431577)"
765,Geneve,MUSIQUES EN ETE,2011-08-03,[BRUNO DUVAL],,"(46.2043907, 6.1431577)"
766,Porrentruy,ROCK AIR PORRENTRUY,2011-08-04,[KIKI CRETIN],,"(47.416647, 7.0765657)"
767,Porrentruy,ROCK AIR PORRENTRUY,2011-08-05,[THE LOVE ME NOTS],,"(47.416647, 7.0765657)"
768,Porrentruy,ROCK AIR PORRENTRUY,2011-08-06,[SELAH SUE],,"(47.416647, 7.0765657)"
769,Porrentruy,ROCK AIR PORRENTRUY,2011-08-07,[ALENKO],,"(47.416647, 7.0765657)"
770,Yvoire,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2011-08-08,[MAURO LO CONTE],,"(46.368685, 6.325756)"
771,Geneve,MUSIQUES EN ETE,2011-08-09,[BELCEA QUARTET],,"(46.2043907, 6.1431577)"
772,Geneve,MUSIQUES EN ETE,2011-08-10,[LA ZIKABILO],,"(46.2043907, 6.1431577)"
773,Le Locle,ROCK ALTITUDE,2011-08-11,[WILLIAM WHITE],,"(47.0577195, 6.7487354)"
774,La Tour de Peilz,NOX ORAE,2011-08-13,[CRYSTAL STILTS],,"(46.4533165, 6.8612781)"
775,Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2011-08-14,[WENDY GHYSELS],,"(46.2105553, 6.2317139)"
776,Geneve,MUSIQUES EN ETE,2011-08-16,[BERNARDA FINK],,"(46.2043907, 6.1431577)"
777,Geneve,MUSIQUES EN ETE,2011-08-17,[BIBI TANGA],,"(46.2043907, 6.1431577)"
778,Pully,PULLY FOR NOISE,2011-08-18,[ELBOW],,"(46.5092681, 6.6654949)"
779,Pully,PULLY FOR NOISE,2011-08-19,[TRENTEMOLLER],,"(46.5092681, 6.6654949)"
780,Pully,PULLY FOR NOISE,2011-08-20,[CROOKERS],,"(46.5092681, 6.6654949)"
781,Puplinge,PUPLINGE CLASSIQUE - YVOIRE CLASSIQUE,2011-08-21,[SINE NOMINE],,"(46.2105553, 6.2317139)"
782,Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2011-08-23,[GERSHWIN QUARTET],,"(46.4829113, 6.458343500000001)"
783,Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2011-08-24,[GERSHWIN QUARTET],,"(46.4829113, 6.458343500000001)"
784,Morges,LUNA CLASSICS (EX SAINT PREX CLASSICS),2011-08-25,[KROKE],,"(46.5088127, 6.496130099999999)"
785,Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2011-08-27,"[AZIZ SAHMAOUI, SAMIR HODZIC, MALCOLM BRAFF, MALCOLM BRAFF]",,"(45.923697, 6.869433)"
786,Saint Prex,LUNA CLASSICS (EX SAINT PREX CLASSICS),2011-08-28,[VLAD MAISTOROVICI],,"(46.4829113, 6.458343500000001)"
787,Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2011-08-29,[THE CREOLE CHOIR OF CUBA],,"(45.923697, 6.869433)"
788,Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2011-08-30,"[ERIK TRUFFAZ, THE CREOLE CHOIR OF CUBA]",,"(45.923697, 6.869433)"
789,Chamonix Mont Blanc,COSMOJAZZ FESTIVAL,2011-08-31,"[ELINA DUNI, DHAFER YOUSSEF]",,"(45.923697, 6.869433)"
790,Montreux,SEPTEMBRE MUSICAL,2011-09-03,[LARS VOGT],,"(46.4312213, 6.9106799)"
791,Vevey,SEPTEMBRE MUSICAL,2011-09-04,[LEONIDAS KAVAKOS],,"(46.4628333, 6.8419192)"
792,Geneve,FESTIVAL DE LA BATIE,2011-09-05,[MILES KANE],,"(46.2043907, 6.1431577)"
793,Veytaux,SEPTEMBRE MUSICAL,2011-09-06,[QUATUOR BARBIROLLI],,"(46.42071019999999, 6.9286409)"
794,Veytaux,SEPTEMBRE MUSICAL,2011-09-07,[MICHAIL LIFITS],,"(46.42071019999999, 6.9286409)"
795,Lausanne,ELECTROSANNE,2011-09-08,"[MUNK, DAVID RODIGAN]",,"(46.5196535, 6.6322734)"
796,Villars,VILLARS DE VIVRE,2011-09-09,"[BEATRICE BERRUT, FRANCOIS LINDEMANN, DONA FLOR]",,"(46.3, 7.05)"
797,Villars,VILLARS DE VIVRE,2011-09-10,"[VERA TSYBAKOV, MICHEL LEEB, EDDIE BAYTOS]",,"(46.3, 7.05)"
798,Villars,VILLARS DE VIVRE,2011-09-11,"[LES MANOUCHES TSE TSE, THIERRY LANG]",,"(46.3, 7.05)"
799,Montreux,SEPTEMBRE MUSICAL,2011-09-13,[ROYAL PHILARMONIC ORCHESTRA DE LONDRES],,"(46.4312213, 6.9106799)"
800,Geneve,FESTIVAL DE LA BATIE,2011-09-14,"[JACK IS DEAD, RICHARD MAXWELL]",,"(46.2043907, 6.1431577)"
801,Montreux,SEPTEMBRE MUSICAL,2011-09-15,[ROYAL PHILARMONIC ORCHESTRA DE LONDRES],,"(46.4312213, 6.9106799)"
802,Montreux,SEPTEMBRE MUSICAL,2011-09-16,[JESUS LOPEZ COBOS],,"(46.4312213, 6.9106799)"
803,Montreux,SEPTEMBRE MUSICAL,2011-09-17,[ROYAL PHILARMONIC ORCHESTRA DE LONDRES],,"(46.4312213, 6.9106799)"
804,Montreux,SEPTEMBRE MUSICAL,2011-09-18,[ROYAL PHILARMONIC ORCHESTRA DE LONDRES],,"(46.4312213, 6.9106799)"
805,Zurich,CHANSONS EN STOK,2011-09-21,[JULIE ET MOI],,"(47.3768866, 8.541694)"
806,Zurich,CHANSONS EN STOK,2011-09-22,[PASCAL RINALDI],,"(47.3768866, 8.541694)"
807,Boncourt,FETE DU BISON & WEEK END COUNTRY,2011-09-23,[CARROUSEL],,"(47.4960637, 7.0157468)"
808,Boncourt,FETE DU BISON & WEEK END COUNTRY,2011-09-24,[MARIOTTI BROTHERS BAND],,"(47.4960637, 7.0157468)"
809,Boncourt,FETE DU BISON & WEEK END COUNTRY,2011-09-25,[RIMROCK COUNTRY BAND],,"(47.4960637, 7.0157468)"
810,Zurich,CHANSONS EN STOK,2011-09-26,[IAROSS],,"(47.3768866, 8.541694)"
811,Bale (Basel),SONIC,2011-10-01,[HEADHUNTERZ],,"(47.5595986, 7.5885761)"
812,Villeurbanne,ZIKEMO,2011-10-06,[LES EMZEL CAFE],,"(45.771944, 4.8901709)"
813,Villeurbanne,ZIKEMO,2011-10-07,[PARIS COMBO],,"(45.771944, 4.8901709)"
814,Thonon Les Bains,JAZZCONTREBAND,2011-10-08,[AVISHAI COHEN (contrebasse)],,"(46.373565, 6.477634999999999)"
815,Vevey,ROCK N ORGE,2011-10-14,[CHARLOTTE PARFOIS / PEUT-ETRE],,"(46.4628333, 6.8419192)"
816,Vevey,ROCK N ORGE,2011-10-15,[TODOS DESTINOS],,"(46.4628333, 6.8419192)"
817,Zurich,TRUE AS STEEL,2011-10-22,[TANKARD],,"(47.3768866, 8.541694)"
818,Vevey,HEARTLAND,2011-10-26,[JUNIP (JOSE GONZALEZ)],,"(46.4628333, 6.8419192)"
819,Vevey,HEARTLAND,2011-10-27,[DAVID PAJO],,"(46.4628333, 6.8419192)"
820,Nyon,NYON'S ON FIRE,2011-10-28,[DESTINITY],,"(46.3832683, 6.2347852)"
821,Nyon,NYON'S ON FIRE,2011-10-29,[SOLANGE LA FRANGE / LA PATRONNE],,"(46.3832683, 6.2347852)"
822,Lausanne,JAZZ ONZE +,2011-11-02,[FRANCOIS LINDEMANN],,"(46.5196535, 6.6322734)"
823,Lausanne,JAZZ ONZE +,2011-11-03,[COLIN VALLON],,"(46.5196535, 6.6322734)"
824,Yverdon Les Bains,TRANSVOISINES,2011-11-04,[PEAU],,"(46.7784736, 6.641183)"
825,Monthey,TRANSVOISINES,2011-11-05,[TRANSGUNNER],,"(46.2521873, 6.9469598)"
826,Lausanne,JAZZ ONZE +,2011-11-06,[HOLUNDERBLUETEN],,"(46.5196535, 6.6322734)"
827,Lausanne,TRANSVOISINES,2011-11-08,[THE HILLBILLY MOON EXPLOSION],,"(46.5196535, 6.6322734)"
828,Besancon,TRANSVOISINES,2011-11-09,[BONAPARTE],,"(47.237829, 6.024053899999999)"
829,Lausanne,METROPOP FESTIVAL,2011-11-10,[MORIARTY - WATI WATIA ZOREY BAND],,"(46.5196535, 6.6322734)"
830,Lausanne,METROPOP FESTIVAL,2011-11-11,[RAGGASONIC],,"(46.5196535, 6.6322734)"
831,Geneve,TAMBOUR BATTANT FESTIVAL,2011-11-24,[CONGRES DE GRIOTS A KANKAN],,"(46.2043907, 6.1431577)"
832,Geneve,TAMBOUR BATTANT FESTIVAL,2011-11-25,[TOURE KUNDA],,"(46.2043907, 6.1431577)"
833,Geneve,TAMBOUR BATTANT FESTIVAL,2011-11-26,[EMPREINTES MASSAI],,"(46.2043907, 6.1431577)"
834,Lausanne,LES URBAINES,2011-12-02,[LIMONIOUS],,"(46.5196535, 6.6322734)"
835,Lausanne,LES URBAINES,2011-12-03,[LA VAMPIRES],,"(46.5196535, 6.6322734)"
836,Geneve,PRESENCES ELECTRONIQUES A GENEVE,2011-12-09,"[THOMAS FEHLMAN, BERNARD PARMEGIANI]",,"(46.2043907, 6.1431577)"
837,Geneve,PRESENCES ELECTRONIQUES A GENEVE,2011-12-10,"[JIM O'ROURKE, NGOC LAN]",,"(46.2043907, 6.1431577)"
838,Geneve,ANTIGEL,2012-01-30,[PETE DOHERTY],,"(46.2043907, 6.1431577)"
839,Geneve,ANTIGEL,2012-02-01,[DANIEL DARC],,"(46.2043907, 6.1431577)"
840,Carouge,ANTIGEL,2012-02-02,[JAMES VINCENT MC MORROW],,"(46.1829674, 6.1378539)"
841,Le Lignon,ANTIGEL,2012-02-03,[Cie MARIE CHOUINARD],,"(46.203703, 6.0961889)"
842,Troinex,ANTIGEL,2012-02-06,[ROCIO MOLINA],,"(46.1640891, 6.1450701)"
843,Geneve,ANTIGEL,2012-02-07,[CAT POWER],,"(46.2043907, 6.1431577)"
844,Meinier,ANTIGEL,2012-02-08,[CW STONEKING],,"(46.2467593, 6.2343577)"
845,Geneve,ANTIGEL,2012-02-09,[NADA SURF],,"(46.2043907, 6.1431577)"
846,Les Acacias,ANTIGEL,2012-02-11,[THE DO],,"(46.1829674, 6.1378539)"
847,Le Lignon,ANTIGEL,2012-02-12,[HANNI EL KHATIB],,"(46.203703, 6.0961889)"
848,Neuchatel,OTHERJAZZ FESTIVAL,2012-02-23,[HANS KOCH],,"(46.9899874, 6.9292732)"
849,La Chaux de Fond,OTHERJAZZ FESTIVAL,2012-02-24,[HELENE BRESCHAND],,"(47.1034892, 6.832783800000001)"
850,Saignelegier,OTHERJAZZ FESTIVAL,2012-02-25,[BERENGERE MAXIMIN],,"(47.2561774, 6.996402199999999)"
851,La Chaux de Fond,OTHERJAZZ FESTIVAL,2012-02-26,[ANDY MILNE],,"(47.1034892, 6.832783800000001)"
852,Lausanne,INFERNO,2012-03-09,[1349],,"(46.5196535, 6.6322734)"
853,Lausanne,INFERNO,2012-03-10,"[GUILLAUME PERRET AND THE ELECTRIC EPIC, IMMORTAL]",,"(46.5196535, 6.6322734)"
854,Lausanne,IMPETUS FESTIVAL SUISSE,2012-03-17,[ORANGE GOBLIN],,"(46.5196535, 6.6322734)"
855,Bale (Basel),BLUES FESTIVAL BASEL (BALE),2012-03-28,[EDEN BRENT],,"(47.5595986, 7.5885761)"
856,Lausanne,ZATELLIG,2012-03-29,[THE FAT BASTARD GANG BAND],,"(46.5196535, 6.6322734)"
857,Bale (Basel),BLUES FESTIVAL BASEL (BALE),2012-03-30,[HENRIK FREISCHLADER],,"(47.5595986, 7.5885761)"
858,Bale (Basel),BLUES FESTIVAL BASEL (BALE),2012-03-31,[JIMMY JOHNSON],,"(47.5595986, 7.5885761)"
859,Geneve,ELECTRON,2012-04-05,"[KANGDING RAY, DJANGO DJANGO, DRUMATIK]",,"(46.2043907, 6.1431577)"
860,Geneve,ELECTRON,2012-04-06,"[CHIEF, OPUSWERK, MIK IZIF, SCRATCH MASSIVE]",,"(46.2043907, 6.1431577)"
861,Geneve,ELECTRON,2012-04-07,"[BRANDT BRAUER FRICK, RICO (OBF), TREVOR JACKSON, DJ VINCZ LEE, YANG TAO, CHRISTINE GROULT, SACRED SELECTIONS -MATT STOKES]",,"(46.2043907, 6.1431577)"
862,Geneve,ELECTRON,2012-04-08,"[KONONO NÂ°1, DJ COBEIA]",,"(46.2043907, 6.1431577)"
863,Bale (Basel),JAZZFESTIVAL BASEL,2012-04-19,[BRANFORD MARSALIS],,"(47.5595986, 7.5885761)"
864,Bale (Basel),JAZZFESTIVAL BASEL,2012-04-20,[CHANO DOMINGUEZ],,"(47.5595986, 7.5885761)"
865,Bale (Basel),JAZZFESTIVAL BASEL,2012-04-21,[MADELEINE PEYROUX],,"(47.5595986, 7.5885761)"
866,Bale (Basel),JAZZFESTIVAL BASEL,2012-04-22,"[VEIN, CRISTINA BRANCO]",,"(47.5595986, 7.5885761)"
867,Bale (Basel),JAZZFESTIVAL BASEL,2012-04-23,[LARS DANIELSSON],,"(47.5595986, 7.5885761)"
868,Bale (Basel),JAZZFESTIVAL BASEL,2012-04-24,[ALEFA TRIO],,"(47.5595986, 7.5885761)"
869,Bale (Basel),JAZZFESTIVAL BASEL,2012-04-25,[JOHN ABERCROMBIE],,"(47.5595986, 7.5885761)"
870,Bale (Basel),JAZZFESTIVAL BASEL,2012-04-26,[ROBERTO GATTO],,"(47.5595986, 7.5885761)"
871,Lausanne,IMPETUS FESTIVAL SUISSE,2012-04-27,"[NAPALM DEATH, FELDERMELDER]",,"(46.5196535, 6.6322734)"
872,Bale (Basel),SONIC,2012-04-28,[BLACKMAIL],,"(47.5595986, 7.5885761)"
873,Lausanne,IMPETUS FESTIVAL SUISSE,2012-04-29,[STEPHEN O'MALLEY],,"(46.5196535, 6.6322734)"
874,Bale (Basel),JAZZFESTIVAL BASEL,2012-04-30,[GEORGE GRUNTZ],,"(47.5595986, 7.5885761)"
875,Geneve,JOURS DE MAI,2012-05-01,[LA JONGLE DES JAVAS],,"(46.2043907, 6.1431577)"
876,Bale (Basel),JAZZFESTIVAL BASEL,2012-05-02,[TRILOK GURTU],,"(47.5595986, 7.5885761)"
877,Geneve,JOURS DE MAI,2012-05-03,[LE CERCLE],,"(46.2043907, 6.1431577)"
878,Thonex,LES RENCONTRES MUSICALES A THONEX,2012-05-04,[SKA NERFS],,"(46.19283739999999, 6.202767)"
879,Thonex,LES RENCONTRES MUSICALES A THONEX,2012-05-05,[HUMANITY SOUND],,"(46.19283739999999, 6.202767)"
880,Bale (Basel),JAZZFESTIVAL BASEL,2012-05-06,[RICHARD GALLIANO],,"(47.5595986, 7.5885761)"
881,Vernier,VERNIER SUR ROCK,2012-05-11,[THE ASTEROIDS GALAXY TOUR],,"(46.2122638, 6.1052686)"
882,Vernier,VERNIER SUR ROCK,2012-05-12,[DANAKIL],,"(46.2122638, 6.1052686)"
883,Bulle,FRANCOMANIAS,2012-05-15,[JULIETTE],,"(46.6154512, 7.057726799999999)"
884,Bulle,FRANCOMANIAS,2012-05-16,[ZAZ],,"(46.6154512, 7.057726799999999)"
885,Bulle,FRANCOMANIAS,2012-05-17,[COEUR DE PIRATE],,"(46.6154512, 7.057726799999999)"
